"kp_id","id","id_concatenado","region","site","addres","pais","state","city","horario","prioritario","criticidad","inmueble","hrequerimientos","horasxdias","mes"
"908","424","424-GARITA:EL GARITON-ADUANA","SUR","CD. HIDALGO","CARR.190 MEXICO-CD.CUAUHTEMOC TRAMO CHAMIC-LINEA INTERNACIONAL MEX-GUAT KM.256+200","MEXICO","CHIAPAS","CIUDAD CUAUHTEMOC","LD0000-24000","Si","Aduana","2","LD0000-2400","24","Julio"
"909","455","455-MODULO:PAQUETERIA COMITAN-ADUANA","SUR","CD. HIDALGO","UNIDAD DE DILIGENCIACION #322, 3RA. CALLE SUR-PONIENTE NO. 2, BARRIO SAN JOSE.","MEXICO","CHIAPAS","COMITAN DE DOMINGUEZ","LV0900-1800","Si","Aduana","3","LV0900-1800","9","Julio"
"910","504","504-SECCION ADUANERA:AEROPUERTO ANGEL ALBINO CORZO","SUR","CD. HIDALGO","KM 12.48 TRAMO CARRETERO VERGEL-AEROPUERTO S/N. COLONIA FRANCISCO SARABIA, EDIF. TERMINAL","MEXICO","CHIAPAS","CHIAPA DE CORZO","LD0700-1900","Si","Aduana","2","LD0700-1900","12","Julio"
"911","534","534-PUNTO INTERNO DE CONTROL HUIXTLA -ADUANA","SUR","CD. HIDALGO","RANCHO CERRO GORDO, CARRETERA 200 HUIXTLA VILLA COMATITLAN, KM 241. HUIXTLA, CHIAPAS","MEXICO","CHIAPAS","HUIXTLA","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"912","1084","1084-MODULO:CD. MANTE UD MAF-MFS","SUR","CD. VICTORIA","CALLE CARRANZA NO. 53 SUR COL. CENTRO C.P. 79000 CD. VALLES SLP","MEXICO","TAMAULIPAS","CIUDAD MANTE","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"913","148","148-PRINCIPAL-ALAF","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"914","148","148-PRINCIPAL-ALJ","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"915","148","148-PRINCIPAL-ALR","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"916","148","148-PRINCIPAL-ALSC","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"917","148","148-PRINCIPAL-CERYS","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"918","148","148-PRINCIPAL-SLCTI","SUR","CD. VICTORIA","AV. EMILIANO P. NAFARRETE , 162 , EDIFICIO TORRE ESMERALDA, COL. CENTRO","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"919","2099","2099-BODEGA:CD.VICTORIA KM 2-CERYS","SUR","CD. VICTORIA","CARR.VICTORIA A SOTO LA MARINA KM.2 #458, COL.CHAPULTEPEC","MEXICO","TAMAULIPAS","CD. VICTORIA","LV0900-1730","No","NA","3","LV0900-1730","8.5","Julio"
"920","517","517-OFICINA FISCAL CD. MANTE-ALR","SUR","CD. VICTORIA","SERVANDO CANALES #101 ORIENTE, DEPTO. 3","MEXICO","TAMAULIPAS","CD. MANTE","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"921","194","194-SUBSEDE:PLAYA DEL CARMEN-ALAF","SUR","CHETUMAL","45 AV. NTE. ENTRE AV. CONSTITUYENTES Y C.22,MZA 12, L.10 Y 11, COL.GONZALO GUERRERO.","MEXICO","QUINTANA ROO","CHETUMAL","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"922","247","247-PRINCIPAL-ALAF","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"923","247","247-PRINCIPAL-ALJ","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"924","247","247-PRINCIPAL-ALR","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"925","247","247-PRINCIPAL-ALSC","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"926","247","247-PRINCIPAL-CERYS","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"927","247","247-PRINCIPAL-SLCTI","SUR","CHETUMAL","BLVD. BAHIA #230, ESQ.INDEPENDENCIA, COL.CENTRO","MEXICO","QUINTANA ROO","CHETUMAL","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"928","1085","1085-MODULO:SAN ANDRES TUXTLA ALSC-MST","SUR","COATZACOALCOS","LA FRAGUA 170 ENTRE INDEPENDENCIA Y REFORMA","MEXICO","VERACRUZ","SAN ANDRES TUXTLA","LV0830-1800","No","NA","3","LV0830-1800","9.5","Julio"
"929","1086","1086-MODULO:ACAYUCAN ALR-UDR_297","SUR","COATZACOALCOS","NICOLAS BRAVO S/N ESQ. VICTORIA PLANTA BAJA PALACIO MUNICIPAL","MEXICO","VERACRUZ","ACAYUCAN","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"930","2102","2102-BODEGA:COATZACOALCOS VIOLETA-CERYS","SUR","COATZACOALCOS","CALLE VIOLETAS #107, COL. AMPLIACION LOPEZ MATEOS","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"931","2138","2138-BODEGA:COATZACOALCOS LAS AMERICAS-CERYS","SUR","COATZACOALCOS","CARR. COATZACOALCOS-VILLAHERMOSA KM 0300, COL. LAS AMERICAS","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"932","262","262-PRINCIPAL-ADUANA","SUR","COATZACOALCOS","INTERIOR DEL RECINTO FISCAL , S/N  COL. ZONA FRANCA C.P. 96400","MEXICO","VERACRUZ","COATZACOALCOS","LS0800-1700","No","NA","2","LS0800-1700","9","Julio"
"933","272","272-PRINCIPAL-ALAF","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"934","272","272-PRINCIPAL-ALJ","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"935","272","272-PRINCIPAL-ALR","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"936","272","272-PRINCIPAL-ALSC","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0830-1800","No","NA","2","LV0830-1800","9.5","Julio"
"937","272","272-PRINCIPAL-CERYS","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"938","272","272-PRINCIPAL-SLCTI","SUR","COATZACOALCOS","CRISTOBAL COLON NO. 212, COL. CENTRO, C.P. 96400, COATZACOALCOS, VERACRUZ.","MEXICO","VERACRUZ","COATZACOALCOS","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"939","439","439-SECCION:AEROPUERTO MINATITLAN-ADUANA","SUR","COATZACOALCOS","CARR. ANTIGUA A MINATITLAN KM. 21.5, COL. CANTICAS.","MEXICO","VERACRUZ","COSOLEACAQUE","LD0700-2130","No","NA","3","LD0700-2130","14.","Julio"
"940","519","519-MODULO:SAN ANDRES TUXTLA ALR-UDR_236","SUR","COATZACOALCOS","BELIZARIO DOMINGUEZ #116 INTERIOR 11, PLAZA COMERCIAL MI FAVORITA","MEXICO","VERACRUZ","SAN ANDRES TUXTLA","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"941","1057","1057-MODULO:HUATUSCO CRH/UD-CRH","SUR","CORDOBA","CALLE 1 NTE. 311 ENTRE AV. 2 Y 4","MEXICO","VERACRUZ","HUATUSCO DE CHICUELLAR","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"942","275","275-PRINCIPAL-ALJ","SUR","CORDOBA","CALLE 11 #119, ESQ. AV. 3, COL. CENTRO","MEXICO","VERACRUZ","CORDOBA","LV0900-1900","No","NA","2","LV0800-1900","11","Julio"
"943","275","275-PRINCIPAL-ALR","SUR","CORDOBA","CALLE 11 #119, ESQ. AV. 3, COL. CENTRO","MEXICO","VERACRUZ","CORDOBA","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"944","275","275-PRINCIPAL-ALSC","SUR","CORDOBA","CALLE 11 #119, ESQ. AV. 3, COL. CENTRO","MEXICO","VERACRUZ","CORDOBA","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"945","275","275-PRINCIPAL-CERYS","SUR","CORDOBA","CALLE 11 #119, ESQ. AV. 3, COL. CENTRO","MEXICO","VERACRUZ","CORDOBA","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"946","275","275-PRINCIPAL-SLCTI","SUR","CORDOBA","CALLE 11 #119, ESQ. AV. 3, COL. CENTRO","MEXICO","VERACRUZ","CORDOBA","LV0900-1900","No","NA","2","LV0800-1900","11","Julio"
"947","276","276-SUBSEDE:CORDOBA ALAF-ALAF","SUR","CORDOBA","AV. 11 NUM. 1206 CALLES 12 Y 14 COL. SAN JOSE C.P. 94580, CORDOBA, VER.","MEXICO","VERACRUZ","CORDOBA","LV0900-1900","No","NA","2","LV0900-1900","10","Julio"
"948","276","276-SUBSEDE:CORDOBA ALAF-SLCTI","SUR","CORDOBA","AV. 11 NUM. 1206 CALLES 12 Y 14 COL. SAN JOSE, CORDOBA, VER.","MEXICO","VERACRUZ","CORDOBA","LV0900-1900","No","NA","2","LV0900-1900","10","Julio"
"949","484","484-MODULO:ORIZABA CRH/UD-CRH","SUR","CORDOBA","ORIENTE 6 Y SUR  5 229 INT. 102 PLAZA ARIES","MEXICO","VERACRUZ","ORIZABA","LV0900-1900","No","NA","3","LV0800-1900","11","Julio"
"950","484","484-MODULO:ORIZABA MAF","SUR","CORDOBA","ORIENTE 6 Y SUR  5 229 INT. 102 PLAZA ARIES","MEXICO","VERACRUZ","ORIZABA","LV0800-1900","No","NA","3","LV0800-1900","11","Julio"
"951","484","484-MODULO:ORIZABA MAF","SUR","CORDOBA","ORIENTE 6 Y SUR  5 229 INT. 102 PLAZA ARIES","MEXICO","VERACRUZ","ORIZABA","LV0800-1900","No","NA","3","LV0800-1900","11","Julio"
"952","1020","1020-SALA AEROPUERTO PALENQUE-ADUANA","SUR","DOS BOCAS","CARR. PALENQUE- CATAZAJA KM. 22.5 INT. DEL AEROPUERTO INTERNACIONAL","MEXICO","CHIAPAS","PALENQUE","LV0900-1700","No","NA","3","LV0900-1700","8","Julio"
"953","2017","2017-SALA AEROPUERTO VILLAHERMOSA-ADUANA","SUR","DOS BOCAS","CARR. VILLAHERMOSA-ESCARCEGA KM. 13.5 INT. DEL AEROPUERTO INTL:CARLOS ROVIROSA PEREZ","MEXICO","TABASCO","VILLAHERMOSA","LD0700-2300","No","NA","3","LD0700-2300","16","Julio"
"954","233","233-PRINCIPAL-ADUANA","SUR","DOS BOCAS","RECINTO FISCAL,PTO DOS BOCAS,CARR.ESTATAL PARAISO PLAYAS,RANCHERIA EL LIMON,C.P. 86606","MEXICO","TABASCO","PARAISO","LV0900-1700","No","NA","2","LV0900-1700","8","Julio"
"955","253","253-SECCION:FRONTERA-ADUANA","SUR","DOS BOCAS","PINO SUAREZ S/N, ESQ. MADERO, CENTRO","MEXICO","TABASCO","FRONTERA","LV0800-1700","No","NA","2","LV0800-1700","9","Julio"
"956","290","290-SECCION AEROPUERTO VILLAHERMOSA-ADUANA","SUR","DOS BOCAS","CARRETERA VILLAHERMOSA-ESCARCEGA KM. 13.5 , S/N  COL. POBLADO DOS MONTES C.P. 86280","MEXICO","TABASCO","VILLAHERMOSA","LS0900-1700","No","NA","2","LS0900-1700","8","Julio"
"957","377","377-SECCION EL CEIBO-ADUANA","SUR","DOS BOCAS","KM 56 DE LA CARRETERA FEDERAL TENOSIQUE ? EL CEIBO, MUNICIPIO DE TENOSIQUE, TABASCO.","MEXICO","TABASCO","TENOSIQUE DE PINO SUAREZ","LD0900-1800","No","NA","2","LD0900-1800","9","Julio"
"958","288","288-SUBSEDE:CHILPANCINGO-ALAF","SUR","IGUALA","CALLE EMILIANO ZAPATA #28, PISO 4, ESQ. GALEANA, COL. CENTRO.","MEXICO","GUERRERO","CHILPANCINGO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"959","288","288-SUBSEDE:CHILPANCINGO-ALR","SUR","IGUALA","CALLE EMILIANO ZAPATA #28, PISO 4, ESQ. GALEANA, COL. CENTRO.","MEXICO","GUERRERO","CHILPANCINGO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"960","288","288-SUBSEDE:CHILPANCINGO-ALSC","SUR","IGUALA","CALLE EMILIANO ZAPATA #28, PISO 4, ESQ. GALEANA, COL. CENTRO.","MEXICO","GUERRERO","CHILPANCINGO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"961","282","282-PRINCIPAL-ALR","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"962","282","282-PRINCIPAL-ALAF","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"963","282","282-PRINCIPAL-ALSC","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"964","282","282-PRINCIPAL-ALJ","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"965","282","282-PRINCIPAL-SLCTI","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"966","282","282-PRINCIPAL-CERYS","SUR","IGUALA","PLAZA INDEPENDIENCIA, BLVD. PLAN DE IGUALA NORTE, LOTE 28, MANZANA 3, COL. CD. INDUSTRIAL, C.P. 40025","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"967","506","506-MODULO:TAXCO-ALR","SUR","IGUALA","AV. DE LOS PLATEROS 230, COL. BARRIO DE LA CATARINA","MEXICO","GUERRERO","IGUALA","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"968","273","273-PRINCIPAL-ALAF","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","JALAPA","LV0800-2000","No","NA","2","LV0800-2000","12","Julio"
"969","273","273-PRINCIPAL-ALJ","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","JALAPA","LV0800-2000","No","NA","2","LV0800-2000","12","Julio"
"970","273","273-PRINCIPAL-ALR","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","JALAPA","LV0800-2000","No","NA","2","LV0800-2000","12","Julio"
"971","273","273-PRINCIPAL-ALSC","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","JALAPA","LV0800-2000","No","NA","2","LV0800-2000","12","Julio"
"972","273","273-PRINCIPAL-CERYS","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","XALAPA","LV0830-1900","No","NA","2","LV0800-2000","12","Julio"
"973","273","273-PRINCIPAL-SLCTI","SUR","JALAPA","CALLE ALTAMIRANO #1, ESQ. DR. RAFAEL LUCIO","MEXICO","VERACRUZ","JALAPA","LV0830-1900","No","NA","2","LV0800-2000","12","Julio"
"974","1064","1064-MODULO:VALLADOLID MAF-MAF","SUR","MERIDA","CALLE 44 185-A X 35 Y 37","MEXICO","YUCATAN","VALLADOLID","LV0900-1500","Si","Local","3","LV0900-1500","6","Julio"
"975","2122","2122-MFS:MERIDA-MFS","SUR","MERIDA","CALLE 59 #423, COL. CENTRO, MERIDA YUCATAN (MAF CARE)","MEXICO","YUCATAN","MERIDA","LV0900-1500","Si","Local","3","LV0900-1500","6","Julio"
"976","238","238-PRINCIPAL-ALAF","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"977","238","238-PRINCIPAL-ALJ","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"978","238","238-PRINCIPAL-ALR","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"979","238","238-PRINCIPAL-ALSC","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"980","238","238-PRINCIPAL-ARACE DEL SUR SUBSEDE MERIDA","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0900-1800","Si","Local","2","LV0800-1800","10","Julio"
"981","238","238-PRINCIPAL-ARESE","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"982","238","238-PRINCIPAL-CERYS","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0800-1800","Si","Local","2","LV0800-1800","10","Julio"
"983","238","238-PRINCIPAL-SLCTI","SUR","MERIDA","CALLE 8 #317, PISO 1 Y 1B, CENTRO HACENDARIO, COL. GONZALO GUERRERO","MEXICO","YUCATAN","MERIDA","LV0900-1800","Si","Local","2","LV0800-1800","10","Julio"
"984","1214","1214-MODULO:JUCHITAN DE ZARAGOZA-ALR","SUR","OAXACA","EFRAIN R. GOMEZ S/N, ESQ. AV. 16 SEPTIEMBRE","MEXICO","OAXACA","JUCHITAN DE ZARAGOZA","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"985","1281","1281-MODULO:TUXTEPEC-ALR","SUR","OAXACA","BLVD. B.JUAREZ 795, FRACC. LOS ANGELES 1a. ETAPA, TUXTEPEC, OAX.  PB. MULTIPLAZA LOCAL 62","MEXICO","OAXACA","TUXTEPEC","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"986","2021","2021-MODULO:HUAJUAPAN DE LEON-ALR","SUR","OAXACA","C. TAPIA NO. 23, ESQ. ZARAGOZA, PB, FRACC PTA DEL SOL, C.P. 69007, HUAJUAPAN DE LEON, OAX.","MEXICO","OAXACA","HUAJUAPAN DE LEON","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"987","2105","2105-BODEGA:OAXACA AMAPOLAS-CERYS","SUR","OAXACA","AMAPOLAS #618, COL. REFORMA","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"988","235","235-REGIONAL OAXACA-ALJ","SUR","OAXACA","CALZADA PORFIRIO DIAZ  322 COL. REFORMA OAXACA, OAX. C.P. 68050","MEXICO","OAXACA","OAXACAACA DE JUAREZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"989","235","235-REGIONAL OAXACA-ALSC","SUR","OAXACA","CALZADA PORFIRIO DIAZ  322 COL. REFORMA OAXACA, OAX. C.P. 68050","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"990","236","236-PRINCIPAL-ALR","SUR","OAXACA","MANUEL GARCIA VIGIL #709","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","1","LV0800-1800","10","Julio"
"991","236","236-PRINCIPAL-ALSC","SUR","OAXACA","MANUEL GARCIA VIGIL #709","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","1","LV0800-1800","10","Julio"
"992","236","236-PRINCIPAL-CERYS","SUR","OAXACA","MANUEL GARCIA VIGIL #709","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","1","LV0800-1800","10","Julio"
"993","236","236-PRINCIPAL-SLCTI","SUR","OAXACA","MANUEL GARCIA VIGIL #709","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0900-1800","No","NA","1","LV0800-1800","10","Julio"
"994","241","241-SUBSEDE:OAXACA ALAF-ALAF","SUR","OAXACA","AMAPOLAS , 1405  ESQ. CON SAUCES COL. REFORMA C.P. 68050","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"995","242","242-SUBSEDE:OAXACA-CERYS","SUR","OAXACA","HEROICO COLEGIO MILITAR , 203 , INTERIOR A,COL. REFORMA C.P. 68050","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"996","313","313-MODULO:SALINA CRUZ MAF-MAF","SUR","OAXACA","MANUEL AVILA CAMACHO , 200, PALACIO FEDERAL, COL. CENTRO C.P. 70600","MEXICO","OAXACA","SALINA CRUZ","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"997","507","507-SUBSEDE:HUATULCO-ALR","SUR","OAXACA","BLVD. CHAHU? ESQ. GUAM?CHIL S/N, COL. SECTOR H C.P. 70987","MEXICO","OAXACA","HUATULCO","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"998","508","508-SUBSEDE:PUERTO ESCONDIDO-ALR","SUR","OAXACA","AV. MONTE ALBAN #18, FRACC. BACOCHO, C.P. 71983","MEXICO","OAXACA","PUERTO ESCONDIDO","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"999","9999","9999-VANGENT-OAXACA","SUR","PROVEEDOR","CALZ. PORFIRIO DIAZ #322, REFORMA","MEXICO","OAXACA","OAXACA DE JUAREZ","LV0800-1800","USUAR","USUARIO EXTERNO","0","USUARIO EXTERNO","#N/","Julio"
"1000","263","263-PRINCIPAL-ADUANA","SUR","PUEBLA","CALLE 1 , 1046  COL. PARQUE INDUSTRIAL PUEBLA 2000 C.P. 72225","MEXICO","PUEBLA","PUEBLA","LV0800-2000","No","NA","2","LV0800-2000","12","Julio"
"1001","293","293-SECCION:AEROPUERTO PUEBLA-ADUANA","SUR","PUEBLA","CARRETERA MEXICO-PUEBLA KM. 91.5 , S/N  COL. POBLADO DE HUEJOTZINGO C.P. 74160","MEXICO","PUEBLA","PUEBLA","LD0000-2400","No","NA","2","LD0000-2400","24","Julio"
"1002","294","294-SECCION:CUERNAVACA-ADUANA","SUR","PUEBLA","CALZADA DE LOS GALLOS , 96  COL. TEJALPA C.P. 62570","MEXICO","MORELOS","CUERNAVACA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"1003","295","295-ALMACEN:TLAXCALA-CERYS","SUR","PUEBLA","CARRETERA ATLANGATEPEC KM. 6.5 , S/N  COL. POBLADO ATLANGATEPEC C.P. 90410","MEXICO","TLAXCALA","TLAXCALA","LV0900-1500","No","NA","2","LV0900-1500","6","Julio"
"1004","390","390-SECCION:CARGA AEROP. PUEBLA-ADUANA","SUR","PUEBLA","BLVD. AEROPUERTO KM. 6.5. (CARR. FED. MEX - PUE. KM. 91.5) MUNICIPIO HUEJOTZINGO, PUE.","MEXICO","PUEBLA","PUEBLA","LD0000-2400","No","NA","2","LD0000-2400","24","Julio"
"1005","485","485-SECCION:AEROPUERTO CUERNAVACA-ADUANA","SUR","PUEBLA","CARRETERA ACATLIPA-TETLAMA KM 5 C.P. 62580, TEMIXCO MOR.","MEXICO","MORELOS","CUERNAVACA","LV0700-1800","No","NA","3","LV0700-1800","11","Julio"
"1006","1155","1155-MODULO:TEPEACA-CRH","SUR","PUEBLA NORTE","AV. HIDALGO #206 INTERIOR 6, LOC. 6, 7 Y 8, ALTOS , COL CENTRO, TEPEACA, PUE.","MEXICO","PUEBLA","TEPEACA","LV0900-1800","Si","Local","3","LV0900-1800","9","Julio"
"1007","1225","1225-MODULO:CHIGNAHUAPAN-ALR","SUR","PUEBLA NORTE","AV. GUERRERO NO. 7 ?PLANTA ALTA, LOCALES 12,13 y 16, PLAZA LOS CEDROS, COL. CENTRO, C.P. 73300","MEXICO","PUEBLA","CHIGNAHUAPAN","LV0800-1500","Si","Local","3","LV0800-1500","7","Julio"
