"clave_unica","zona","estado","domicilio","id_loc","ps1","ps2","ps3","ps4","ps5","ps6","ps7","vol","facturacion","mes"
"718","NORTE","SINALOA","VICENTE GUERRERO 605, COL. CENTRO C.P. 81000, UNICO PISO, GUASAVE, SINALOA, REFERENCIA: ENTRE DR. DE LA TORRE Y CUAUHTEMOC","96","12","11","0","2","3","0","0","0","0","Septiembre"
"719","NORTE","SINALOA","AGUSTINA RAMIREZ   165  SUR, N?MERO INTERIOR  LOCAL 7, COL. CENTRO C.P. 81400, PLANTA ALTA, GUAMUCHIL, SINALOA, REFERENCIA: ESQ. CON GUADALUPE VICTORIA EDIF. VALSA.","311","4","3","0","0","0","0","0","0","0","Septiembre"
"720","NORTE","SINALOA","CARR. LOS MOCHIS-TOPOLOBAMPO KM. 12.5  AHOME SINALOA S/N, COL. AEROPUERTO INTERNACIONAL LOS MOCHIS C.P. 81570, PLANTA BAJA, LOS MOCHIS, SINALOA, REFERENCIA: AEROPUERTO INTERNACIONAL LOS MOCHIS","370","3","1","0","0","0","0","0","0","0","Septiembre"
"721","NORTE","SINALOA","CARR. INTERNACIONAL AL SUR KM 12 S/N, COL. AEROPUERTO MAZATLAN C.P. 82269, PLANTA BAJA, MAZATLAN, SINALOA, REFERENCIA: AEROPUERTO INTERNACIONAL MAZATLAN RAFAEL BUELNA","371","1","1.5667","0","1","0.5667","0","0","0","0","Septiembre"
"722","NORTE","SINALOA","BENITO JUAREZ 542, N?MERO INTERIOR  2, COL. PRIMAVERA C.P. 80324, PLANTA BAJA, NAVOLATO, SINALOA, REFERENCIA: INSTALACIONES CANACO","1181","0","3","0","0","0","0","0","0","0","Septiembre"
"723","NORTE","SONORA","AV. PANAMERICANA S/N, COL. CENTRO C.P. 84200, UNICO PISO, AGUA PRIETA, SONORA, REFERENCIA: ENTRE CALLES 1 Y 2","47","17.6334","18.3332","0","2","10.0333","0","0","0","0","Septiembre"
"724","NORTE","SONORA","AVENIDA AQUILES SERDAN CALLE 26 ESQUINA, COL. CENTRO C.P. 85400, 3 PISOS, GUAYMAS, SONORA, REFERENCIA: FRENTE A ESCALA NAUTICA","48","18.0333","16.9","0","1.2667","4","0","0","0","0","Septiembre"
"725","NORTE","SONORA","AVE FCO I. MADERO 5, COL. CENTRO C.P. 84180, 2 PISOS, NACO, SONORA, REFERENCIA: ADUANA","49","6","19.0332","0","1","2.0333","0","0","0","0","Septiembre"
"726","NORTE","SONORA","NUEVO CORREDOR FISCAL KM 12.5 PUERTO FRONTERIZO NOGALES III S/N, COL. S/C C.P. 84000, PISO UNICO, NOGALES, SONORA, REFERENCIA: ADUANA NOGALES","51","24.8334","46.6","0","9","10","0","1.0667","0","0","Septiembre"
"727","NORTE","SONORA","AV. CARLOS G. CALLES Y CALLE PRIMERA INTERIOR ADUANA 1, COL. CUAUHTEMOCH C.P. 83400, UNICO PISO, SAN LUIS RIO COLORADO, SONORA, REFERENCIA: DE LA OFICINA DE CORREOS 1 CUADRA AL NORTE HACIA LA LINEA DIVISIORIA.","57","2.7","4.6667","0","0","1","0","0","0","0","Septiembre"
"728","NORTE","SONORA","AV. CARLOS G. CALLES ESQ. CALLE PRIMERA 1, COL. CUAHUTEMOC C.P. 83400, PLANTA BAJA, SAN LUIS RIO COLORADO, SONORA, REFERENCIA: INTERIOR ADUANA","57.1","5","1","0","5","2","0","0","0","0","Septiembre"
"729","NORTE","SONORA","BLVD. BENEMERITO DE LAS AMERICAS 290, COL. HOMBRES BLANCOS C.P. 83570, GENERAL,  DEL.  PLUTARCO ELIAS CALLES, SONOYTA, SONORA, REFERENCIA: 5 KM. AL NORTE DE SONOYTA","58","17","20.1","0","2","4","0","1","0","0","Septiembre"
"730","NORTE","SONORA","CARRETERA FEDERAL NO.2, SONOYTA - CABORCA KM. 26.5 S/N, COL. EJIDO SAN EMETERIO C.P. 83570, GENERAL,  DEL.  PLUTARCO ELIAS CALLES, SONOYTA, SONORA, REFERENCIA: 27 KM AL SUR DE SONOYTA","59","5.6667","5.5333","0","0","0","0","0","0","0","Septiembre"
"731","NORTE","SONORA","PASEO RIO SONORA Y GALEANA S/N, COL. VILLA DE SERIS C.P. 83280, PLANTA BAJA, HERMOSILLO, SONORA, REFERENCIA: CENTRO DE GOBIERNO, EDIFICIO HERMOSILLO","60","174.6","84","2","49","24","0","3","0","0","Septiembre"
"732","NORTE","SONORA","PROLONGACI?N AVE. ALVARO OBREGON 2857, COL. INDUSTRIAL C.P. 84094, PISO UNICO, NOGALES, SONORA, REFERENCIA: CENTRO HACENDARIO","63","88.7667","51.6333","2","32","11.7","0","3.4","0","0","Septiembre"
"733","NORTE","SONORA","BLVD RODOLFO ELIAS CALLES Y EUSEBIO KINO S/N S/N, COL. TEPEYAC C.P. 85140, PLANTA BAJA,  DEL.  CAJEME, CD. OBREGON, SONORA, REFERENCIA: EDIFICIO DEL CENTRO HACENDARIO","68","177.0335","95.0333","2","22","13","0","4","0","0","Septiembre"
"734","NORTE","SONORA","AV. PRIMERO DE JUNIO 9, COL. EL PUERTO C.P. 83550, PLANTA BAJA, PUERTO PE?ASCO, SONORA, REFERENCIA: ENTRE MALECON Y KINO","77","6","1","0","3","3","0","0","0","0","Septiembre"
"735","NORTE","SONORA","CARRETERA INTERNACIONAL KM.15  S/N, COL. NO C.P. 85000, 1 PISO,  DEL.  CAJEME, CD. OBREGON, SONORA, REFERENCIA: TRAMO CD. OBREGON-NAVOJOA","87","0","2.5667","0","1","0","0","0","0","0","Septiembre"
"736","NORTE","SONORA","BLVD. GARCIA MORALES KM. 9.5 S/N, COL. LA MANGA C.P. 83220, 1 PISO, HERMOSILLO, SONORA, REFERENCIA: AEROPUERTO ""IGNACIO PESQUEIRA""","88","4.7667","6.8667","0","0","1","0","0","0","0","Septiembre"
"737","NORTE","SONORA","INTERIOR RECINTO PORTUARIO  S/N, COL. PUNTA DE ARENA C.P. 85400, 1 PISO, GUAYMAS, SONORA, REFERENCIA: ZONA FRANCA","89","4.0333","2.2333","0","1","0","0","0","0","0","Septiembre"
"738","NORTE","SONORA","CARRETERA FEDERAL 2 KM. 117.5, ENTRE TRAMO IMURIS-CANANEA CP 84120","93","0","1.6","0","0","0","0","0","0","0","Septiembre"
"739","NORTE","SONORA","CALLE ADOLFO LOPEZ MATEOS Y PLUTARCO ELIAS CALLES Y LINEA INTERNACIONAL. S/N, COL. CENTRO C.P. 84000, PISO UNICO, NOGALES, SONORA, REFERENCIA: GARITA 1 PUERTA DE MEXICO","97","0","1.8","0","0","0","0","0","0","0","Septiembre"
"740","NORTE","SONORA","CARRETERA AGUA PRIETA -NACOZARI KM 28.5 S/N, COL. EJIDO LA CABULLONA C.P. 84305, UNICO PISO, AGUA PRIETA, SONORA, REFERENCIA: EJIDO","99","0","0.6","0","0","0","0","0","0","0","Septiembre"
"741","NORTE","SONORA","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM 13.5 S/N, COL. S/C C.P. 84000, PISO UNICO, NOGALES, SONORA, REFERENCIA: AEROPUERTO LOCAL","100","2","2.9332","0","0","3","0","0","0","0","Septiembre"
"742","NORTE","SONORA","CARRETERA SAN JOSE DE GUAYMAS S/N, COL. DOMICILIO CONOCIDO C.P. 85509, PLANTA BAJA, GUAYMAS, SONORA, REFERENCIA: AEROPUERTO ""JOSE MARIA YA?EZ""","168","2.9333","0.5667","0","0","0","0","0","0","0","Septiembre"
"743","NORTE","SONORA","GARCIA MORALES 518, N?MERO INTERIOR  4, COL. CENTRO C.P. 85800, PLANTA BAJA Y PLANTA ALTA, NAVOJOA, SONORA, REFERENCIA: EDIFICIO GUADALAJARA","342","12","12","0","3","2","0","0","0","0","Septiembre"
"744","NORTE","SONORA","CALZADA AGUSTIN GARCIA LOPEZ 185, N?MERO INTERIOR  201, COL. CENTRO C.P. 85400, PLANTA ALTA, GUAYMAS, SONORA, REFERENCIA: EDIFICIO EL CORSARIO","343","6","0","0","2","0","0","0","0","0","Septiembre"
"745","NORTE","SONORA","AV. LUIS BARREDA M. 66, COL. CENTRO C.P. 83600, PLANTA BAJA, CABORCA, SONORA, REFERENCIA: ENTRE CALLES PRIMERA Y SEGUNDA","348","3","2","0","4","1","0","0","0","0","Septiembre"
"746","NORTE","SONORA","CALLE 9 ESQ. CON AVE. 26 2501, N?MERO INTERIOR  LOCAL 7, COL. BUR?CRATA C.P. 84200, PISO 1,  DEL.  COL. BUROCRATA, AGUA PRIETA, SONORA, REFERENCIA: PLAZA TRES DIAMANTES","349","3","3","0","5","1","0","0","0","0","Septiembre"
"747","NORTE","SONORA","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM 5.5 S/N, COL. LOMAS DE NOGALES C.P. 84094, PISO UNICO, NOGALES, SONORA, REFERENCIA: ENTRADA PEMEX.","356","0","3.5667","0","0","0","0","0","0","0","Septiembre"
"748","NORTE","SONORA","FINAL DEL PERIFERICO LUIS DONALDO COLOSIO Y LINEA INTERNACIONAL S/N, COL. EL ROSARIO C.P. 84020, PISO UNICO, NOGALES, SONORA, REFERENCIA: GARITA 3 MARIPOSAS","381","0","2.2","0","0","0","0","0","0","0","Septiembre"
"749","NORTE","SONORA","FINALDE LA CALLE ELIAS Y LINEA INTERNACIONAL S/N, COL. CENTRO C.P. 84100, PISO UNICO, NOGALES, SONORA, REFERENCIA: CALLE ELIAS","451","0","0.5667","0","0","1","0","0","0","0","Septiembre"
"750","NORTE","SONORA","CARR. ESTATAL NO. 37, PUERTO PE?ASCO-CABORCA KM 45 SIN NUMERO, COL. ESTACION ALMEJAS C.P. 83550","466","0","0.5667","0","0","1","0","0","0","0","Septiembre"
"751","NORTE","SONORA","ABARCANDO LOS PUNTOS DE LAS TINAJAS Y LA LADRILLERA SARIC-SASABE S/N, COL. S/C C.P. 84167, PISO UNICO, NOGALES, SONORA, REFERENCIA: GARITA EL SASABE","467","0","0.5667","0","0","0","0","0","0","0","Septiembre"
"752","NORTE","SONORA","CARRETERA FEDERAL NO. 2 TRAMO SAN LUIS RC - SONOYTA KM. 12+200 S/N, COL. PARQUE INDUSTRIAL C.P. 83455, 1 PISO, SAN LUIS RIO COLORADO, SONORA, REFERENCIA: SOBRE LIBRAMIENTO A PUERTO PE?ASCO","486","19","24.6665","0","1","2.3","0","0","0","0","Septiembre"
"753","NORTE","SONORA","PASEO RIO SONORA Y COMONFORT S/N, COL. VILLA DE SERIS C.P. 83280, 2? PISO, HERMOSILLO, SONORA, REFERENCIA: CENTRO DE GOBIERNO, EDIFICIO SONORA","489","2","0","0","1","14","0","1","0","0","Septiembre"
"754","NORTE","SONORA","CARRETERA FEDERAL NO. 2, SANTA ANA - PITIQUITO KM 92 S/N, COL. N/A C.P. 83736, GENERAL,  DEL.  PITIQUITO, CABORCA, SONORA, REFERENCIA: GARITA UBICADA ENTRE PITIQUITO Y SANTA ANA","495","3","1.2666","0","0","1","0","0","0","0","Septiembre"
"755","NORTE","SONORA","CARR. PTO. PE?ASCO-CABORCA KM 24, EJIDO MIRAMAR, AEROP. INT. MAR  DE CORTES.","503","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"756","NORTE","SONORA","PASEO RIO SONORA, EDIFICIO GRAN PLAZA, LOCAL 206, COL. VILLA DE SERIS, CP.83280","537","4","2","0","4","7.4333","0","0","0","0","Septiembre"
"757","NORTE","SONORA","CARRETERA INTERNACIONAL NOGALES-HERMOSILLO KM 5.5 S/N, COL. LOMAS DE NOGALES C.P. 84080, PISO UNICO, NOGALES, SONORA, REFERENCIA: ALMACEN FISCAL (CERYS)","1195","4","1","0","1","1","0","0","0","0","Septiembre"
"758","NORTE","SONORA","AVENIDA AQUILES SERD?N ESQUINA CON CALLE 26 S/N, COL. CENTRO C.P. 85400, PLANTA BAJA, GUAYMAS, SONORA, REFERENCIA: ENSEGUIDA EDIFICIO DE LA ADUANA","2001","2","8.9","0","0","0","0","0","0","0","Septiembre"
"759","NORTE","TAMAULIPAS","CARRETERA A PUENTE INTERNACIONAL CD. CAMARGO - RIO GRANDE CITY, TX. KM. 6 S/N S/N, COL. N/A C.P. 88440, BAJA, CAMARGO, TAMAULIPAS, REFERENCIA: EDIFICIO DE LA ADUANA DE CAMARGO, TAM.","138","7","16.5","0","2","4","0","1","0","0","Septiembre"
"760","NORTE","TAMAULIPAS","AVE. HIDALGO Y CALLE PRIMERA 655, COL. CENTRO C.P. 88300, PLANTA BAJA, MIGUEL ALEMAN, TAMAULIPAS, REFERENCIA: PUENTE INTERNACIONAL","139","15","24.8","0","6","4","0","0","0","0","Septiembre"
"761","NORTE","TAMAULIPAS","ACCION CIVICA Y DIVISION DEL NORTE S/N, COL. DOCTORES C.P. 87460, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE ""LOS TOMATES""","141","34","83.2667","0","7","12","0","1","0","0","Septiembre"
"762","NORTE","TAMAULIPAS","BLVD. LUIS DONALDO COLOSIO S/N, PUENTE INTERNACIONAL NUEVO AMANECER REYNOSA-PHARR S/N, COL. NUEVO AMANECER C.P. 88577, BAJA  Y ALTA, REYNOSA, TAMAULIPAS, REFERENCIA: CRUCE FRONTERIZO REYNOSA-PHARR","142","53.9667","60.4334","0","10","9","0","1","0","0","Septiembre"
"763","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO PIEDRAS NEGRAS KM 12.5 ANTES RANCHO EL CANELO S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PUENTE 3 COMERCIO MUNDIAL","145","37.5","119.8333","1","7","14","1","0","0","0","Septiembre"
"764","NORTE","TAMAULIPAS","BULEVAR MORELOS Y TEHUANTEPEC  S/N, COL. AMPLIACION RODRIGUEZ C.P. 88631, UN PISO, REYNOSA, TAMAULIPAS, REFERENCIA: ESQ. OCCIDENTAL","151","163.7333","56.1667","2","32","16.7333","0","2","0","0","Septiembre"
"765","NORTE","TAMAULIPAS","PROLONGACI?N CALIXTO DE AYALA 202, COL. INDUSTRIAL C.P. 87350, N/A, MATAMOROS, TAMAULIPAS, REFERENCIA: A 200 MTS DE LA COPA SITUADA EN CALLE PROLONGACION GONZALEZ.","152","101.5999","60.0333","2","32","7.5","0","3","0","0","Septiembre"
"766","NORTE","TAMAULIPAS","OCAMPO, ESQUINA CON 15 DE JUNIO 101, COL. SECTOR CENTRO C.P. 88000, PRIMER NIVEL, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: EX HOTEL PALACIO DEL R?O","154","95","63.0333","2","26","24.8667","0","4","0","0","Septiembre"
"767","NORTE","TAMAULIPAS","BOULEVARD 15 DE JUNIO S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: M?DULO 5 COMANDANCIA IFA","163","1","2","0","0","0","0","0","0","0","Septiembre"
"768","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO-MONTERREY KM. 26  S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: GARITA DE INTERNACI?N","164","1.0334","10.1666","0","0","0","0","0","0","0","Septiembre"
"769","NORTE","TAMAULIPAS","CARRETERA NUEVO LAREDO-ANAHUAC KM. 10  REVISI?N ADUANAL SOBRE V?A S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: REVISI?N ADUANAL SOBRE V?A","166","0","3.5667","0","0","0","0","0","0","0","Septiembre"
"770","NORTE","TAMAULIPAS","LEANDRO VALLE  S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PAGO DE IMPUESTOS PUENTE 2","167","7","4.9667","0","0","0","0","0","0","0","Septiembre"
"771","NORTE","TAMAULIPAS","LIBRAMIENTO LUIS ECHEVERRIA Y BORDE DE CONTENCION DEL RIO BRAVO S/N, COL. DEL PRADO C.P. 88560, ALTA, REYNOSA, TAMAULIPAS, REFERENCIA: BORDE DE CONTENCION DEL RIO BRAVO","170","2","2.2","0","0","0","0","0","0","0","Septiembre"
"772","NORTE","TAMAULIPAS","AV. MIGUEL ALEMAN  S/N, PUENTE INTERNACIONAL I Y II BENITO JUAREZ S/N, COL. CENTRO C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: EDIFICIO DEPENDENCIAS","171","1","2.2","0","0","0","0","0","0","0","Septiembre"
"773","NORTE","TAMAULIPAS","CARR. FEDERAL 40 MONTERREY - REYNOSA KM 30  GARITA DE SALIDA DE LA FRANJA FRONTERIZA K.M.30 S/N, COL. N/A C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: CARRETERA REYNOSA-MONTERREY","172","0","1.7666","0","0","0","0","0","0","0","Septiembre"
"774","NORTE","TAMAULIPAS","CARR. SAN FERNANDO KM. 26 S/N, COL. N/A C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: CARRETERA  A SAN FERNANDO KM. 26","173","0","1.8666","0","0","0","0","0","0","0","Septiembre"
"775","NORTE","TAMAULIPAS","AV. BENITO JUAREZ S/N, ESQ. COAHUILA  PUERTO FRONTERIZO ""LAS FLORES"" NUEVO PROGRESO S/N, COL. CENTRO C.P. 88810, PB,  DEL.  NVO. PROGRESO, REYNOSA, TAMAULIPAS, REFERENCIA: ?REA DE IMPORTACI?N","175","0","3.9667","0","0","0","0","0","0","0","Septiembre"
"776","NORTE","TAMAULIPAS","CARRETERA FEDERAL MATAMOROS-REYNOSA KM. 35 S/N, COL. EJIDO LUCIO BLANCO C.P. 87300, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE TLC","176","2","11.7665","0","0","1","0","0","0","0","Septiembre"
"777","NORTE","TAMAULIPAS","AVE. LAS AMERICAS S/N, COL. MODERNA C.P. 87330, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: PUENTE VIEJO","178","0","6.2333","0","0","1","0","0","0","0","Septiembre"
"778","NORTE","TAMAULIPAS","AV. ALVARO OBREGON , S/N  COL. JARDIN C.P. 87330","206","1","3.2666","0","0","1","0","0","0","0","Septiembre"
"779","NORTE","TAMAULIPAS","ART?CULO 123 ESQUINA CON CHIHUAHUA COL SAN RAFAEL  123, COL. CENTRO C.P. 88200, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: KM 6 ALMACEN","357","1","9.5667","0","0","1","0","0","0","0","Septiembre"
"780","NORTE","TAMAULIPAS","AV. BENITO JUAREZ S/N,  COL. CENTRO, VILLA DE NUEVO PROGRESO. (EXPORTACION) S/N, COL. CENTRO C.P. 88810, PB,  DEL.  NVO. PROGRESO, RIO BRAVO, TAMAULIPAS, REFERENCIA: AREA DE EXPORTACI?N","361","0","2.5667","0","0","0","0","0","0","0","Septiembre"
"781","NORTE","TAMAULIPAS","CARR. MATAMOROS - MAZATLAN KM. 83 KM 83, COL. ALMAGUER C.P. 88780, PB, REYNOSA, TAMAULIPAS, REFERENCIA: RECINTO FISCAL","368","0","5.6","0","0","0","0","0","0","0","Septiembre"
"782","NORTE","TAMAULIPAS","CARRETERA MATAMOROS - CD. VICTORIA KM. 59 S/N, COL. EJIDO EL MOQUETITO C.P. 87554, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: 200 MTS DESPUES DEL ENTRONQUE HACIA VALLE HERMOSO","387","0","3.5334","0","0","0","0","0","0","0","Septiembre"
"783","NORTE","TAMAULIPAS","AV. C?SAR L?PEZ DE LARA ESQ  CON BOULEVARD 15 DE JUNIO S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PUENTE NEGRO","396","1","0.5667","0","0","0","0","0","0","0","Septiembre"
"784","NORTE","TAMAULIPAS","ARTEAGA #3800, ESQ. MENDOZA, SECTOR ADUANA, EDIFICIO: ANTIGUA ADUANA","401","2","3.1334","0","0","0","0","0","0","0","Septiembre"
"785","NORTE","TAMAULIPAS","LIB. SUR, ENTRONQUE DESNIVEL KM. 6.7 AVENIDA LA FLORIDA S/N, COL. VILLA FLORIDA C.P. 88500, PLANTA BAJA, REYNOSA, TAMAULIPAS","419","1","4.5332","0","0","0","0","0","0","0","Septiembre"
"786","NORTE","TAMAULIPAS","CARR. NUEVA CD. GUERRERO A CORTINA PRESA FALCON KM. 1, COL. S/N C.P. 88370, PLANTA BAJA, NUEVA CIUDAD GUERRERO, TAMAULIPAS, REFERENCIA: A 1 KM. DE LA ZONA URBANA. PUENTE INTERNACIONAL","435","0","1.6","0","0","1","0","0","0","0","Septiembre"
"787","NORTE","TAMAULIPAS","CARRETERA A CRUCE INTERNACIONAL CD. GUSTAVO D?AZ ORD?Z, TAM. A LOS EBANOS, TX. KM. 3 S/N S/N, COL. N/A C.P. 88400, PLANTA BAJA, GUSTAVO DIAZ ORDAZ, TAMAULIPAS, REFERENCIA: EDIFICIO DE LA SECCION ADUANERA GUSTAVO D?AZ ORD?Z ""EL VADO""","465","0","0.9334","0","0","0","0","0","0","0","Septiembre"
"788","NORTE","TAMAULIPAS","KM. 4.8 DEL CAMINO R?O BRAVO-DONNA, ENTRONQUE KM. 62+968 DE LA CARRETERA REYNOSA-MATAMOROS S/N, COL. S/C C.P. 88500, PLANTA BAJA, REYNOSA, TAMAULIPAS, REFERENCIA: CRUCE FRONTERIZO R?O BRAVO-DONNA","488","1","1.8999","0","0","0","0","0","0","0","Septiembre"
"789","NORTE","TAMAULIPAS","AV. REFORMA S/N, ENTRE BLVD. MUNICIPIO LIBRE Y LAGO DE CH?PALA, COL. BUR?CRATAS, C.P. 88000","546","0","0","0","4","1","0","0","0","0","Septiembre"
"790","NORTE","TAMAULIPAS","CALLE JOSE GUADALUPE LOPEZ VELARDE  100, COL. DEL PRADO C.P. 88500, PB, REYNOSA, TAMAULIPAS, REFERENCIA: CENTRAL DE AUTOBUSES DE REYNOSA","1042","0","0","0","0","1","0","0","0","0","Septiembre"
"791","NORTE","TAMAULIPAS","HIDALGO  S/N, COL. ZONA CENTRO C.P. 87600, N/A, SAN FERNANDO, TAMAULIPAS, REFERENCIA: ESQUINA CON BENITO JUAREZ","1082","1","4","0","1","0","0","0","0","0","Septiembre"
"792","NORTE","TAMAULIPAS","ARTEAGA , ESQ.  MENDOZA, SECTOR ADUANA, EDIFICIO. ANTIGUA ADUANA 3800, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ADUANA ANTIGUA","1147","0","3","0","0","0","0","0","0","0","Septiembre"
"793","NORTE","TAMAULIPAS","AV. REFORMA ENTRE LAGO DE CH?PALA Y MUNICIPIO LIBRE S/N, COL. CONCORDIA C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ALMAC?N FISCAL REFORMA","1166","1","0","0","0","0","0","0","0","0","Septiembre"
"794","NORTE","TAMAULIPAS","CALLE GALEANA Y 14 S/N, COL. FERROCARRIL C.P. 87320, PISO UNICO, MATAMOROS, TAMAULIPAS, REFERENCIA: ADUANA ANTIGUA","1177","1","0","0","0","0","0","0","0","0","Septiembre"
"795","NORTE","TAMAULIPAS","AVE. HIDALGO Y CALLE PRIMERA 655, COL. CENTRO C.P. 88300, PLANTA BAJA, MIGUEL ALEMAN, TAMAULIPAS, REFERENCIA: JUNTO A 2O. RECONOCIMIENTO","1185","1","0","0","0","0","0","0","0","0","Septiembre"
"796","NORTE","TAMAULIPAS","15 DE JUNIO Y GUERRERO PUENTE INTERNACIONAL 1 ""PUERTA DE LAS AMERICAS"" S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: CASETA PAGO DE IMPUESTOS","1293","1","3","0","1","2","0","0","0","0","Septiembre"
"797","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, MOD CITEV S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: PASO 3","2007","0","0","0","0","2","0","0","0","0","Septiembre"
"798","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, MOD CITEV S/N, COL. CENTRO C.P. 88000, PLANTA BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: SUPERVISI?N ADUANERA","2008","5","0","0","2","2","0","0","0","0","Septiembre"
"799","NORTE","TAMAULIPAS","LEANDRO VALLE Y 15 DE JUNIO, SECTOR CENTRO, PTE. INTL 2 JUAREZ LINCOLN, ANTIGUA ADM. ADUANA S/N, COL. CENTRO C.P. 88000, ALTA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ADMINISTRACI?N PUENTE 2","2009","12.1333","2.4999","0","0","2","0","0","0","0","Septiembre"
"800","NORTE","TAMAULIPAS","CARRETERA ESTATAL NO.2 NUEVO LAREDO-PIEDRAS NEGRAS KM 12.5 S/N, COL. CENTRO C.P. 88000, BAJA, NUEVO LAREDO, TAMAULIPAS, REFERENCIA: ANTES RANCHO EL CANELO","2010","21.6667","6","0","0","7.3","0","0","0","0","Septiembre"
"801","SUR","CAMPECHE","CARRETERA A CAMPECHE-CHAMPOT?N KM. 176. S/N, COL. PAYUCAN C.P. 24460, BAJA, SEYBAPLAYA, CAMPECHE, REFERENCIA: OFICINAS ADUANA A UN COSTADO DE API","95","0","3.2666","0","0","0","0","0","0","0","Septiembre"
"802","SUR","CAMPECHE","AV 10 DE JULIO 490, COL. FRANCISCO I. MADERO C.P. 24100, TODO EL INMUEBLE, CD. DEL CARMEN, CAMPECHE, REFERENCIA: POR 16 DE SEPTIEMBRE Y CRISTOBAL COL?N","158","8","21","0","1","2","0","0","0","0","Septiembre"
"803","SUR","CAMPECHE","AV. L?PEZ MATEOS POR CALLE 4 Y 5 SUR  S/N, COL. RECINTO PORTUARIO C.P. 24140, 1, CD. DEL CARMEN, CAMPECHE, REFERENCIA: OFICINAS ADUANA A UN COSTADO DE API, ENTRADA AL MUELLE FISCAL","229","12","19.3332","0","0","2","0","0","0","0","Septiembre"
"804","SUR","CAMPECHE","51 25, COL. CENTRO C.P. 24000, 1ERO. Y 2O. PISO, CAMPECHE, CAMPECHE, REFERENCIA: POR CALLE 12","245","67.9","53.6333","1.5332","2","5","0","1.8333","0","0","Septiembre"
"805","SUR","CAMPECHE","AV. LAVALLE URBINA NO. 3 ENTRE AV. FUNDADORES Y CALLE RICARDO CASTILLO OLIVER, FRACC. AREA AH-KIM-PECH, SECTOR FUNDADORES, C.P. 24010","246","47","6.6","0","10.7","14.4","0","0","0","0","Septiembre"
"806","SUR","CAMPECHE","PROLONGACION DE LA CALLE 31 (FINAL DE LA CALLE) S/N  AEROPUERTO DE CD CARMEN","476","0","0.5667","0","0","0","0","0","0","0","Septiembre"
"807","SUR","CAMPECHE","AV. LOPEZ PORTILLO X CARRETERA CAMPECHE-CHIN? S/N, COL. AVIACION, C.P. 24072","477","0","2.5667","0","0","0","0","0","0","0","Septiembre"
"808","SUR","CAMPECHE","PROLONGACION DE LA CALLE 31 (FINAL DE LA CALLE)  S/N, COL. AVIACION C.P. 24100, 1, CD. DEL CARMEN, CAMPECHE, REFERENCIA: INTERIOR SALA INTERNACIONAL DEL AEROPUERTO DE CIUDAD DEL CARMEN","1007","0","0","0","0","1","0","0","0","0","Septiembre"
"809","SUR","CAMPECHE","AV. AVIACI?N (CARRETERA CAMPECHE-CHINA) S/N, COL. S/N C.P. 24072, 1, CAMPECHE, CAMPECHE, REFERENCIA: INTERIOR DE LA SALA INTERNACIONAL DEL AEROPUERTO DE CAMPECHE","1008","1","0","0","0","0","0","0","0","0","Septiembre"
